CY122611|A/Singapore/GP1099/2009,0.000000,0.010601,0.611307,0.003534,0.010601,0.604240,0.604240,0.010601,0.005300,0.611307,0.007067,0.005300,0.613074,0.007067,0.614841,0.005300,0.212389,0.005300,0.613074,0.005300,0.012367,0.003534,0.007067,0.607774,0.611307,0.010601,0.609541,0.007067,0.613074,0.611307,0.005300,0.609541,0.007067,0.607774,0.014134,0.014134,0.014184,0.007067,0.007067,0.609541,0.010601,0.012367,0.012367,0.010601,0.602473,0.005300,0.015901,0.602473,0.611307,0.607774,0.012367,0.611307,0.005300,0.385159,0.010601,0.607774,0.007067,0.007067,0.613074,0.611307,0.007067,0.609541,0.005300,0.003534,0.609541,0.370107,0.008834,0.003534,0.609541,0.005300,0.607774,0.007067,0.602473,0.214159,0.607774,0.214159,0.600707,0.005300,0.007067,0.005300,0.015901,0.606007,0.008834,0.614841,0.611307,0.008834,0.007067,0.005300,0.008834,0.611307,0.008834,0.012367,0.005300,0.003534,0.607774,0.212389,0.008834,0.003534,0.005300,0.613074
HQ419010|A/Shiraz/7/2010(H1N1),0.010601,0.000000,0.613074,0.010601,0.017668,0.604240,0.604240,0.017668,0.012367,0.613074,0.014134,0.010601,0.614841,0.014134,0.616608,0.012367,0.215929,0.012367,0.614841,0.012367,0.019435,0.010601,0.014134,0.607774,0.613074,0.017668,0.611307,0.014134,0.614841,0.613074,0.012367,0.611307,0.014134,0.609541,0.021201,0.021201,0.021277,0.014134,0.014134,0.611307,0.017668,0.019435,0.019435,0.015901,0.602473,0.012367,0.022968,0.600707,0.613074,0.611307,0.015901,0.613074,0.012367,0.385159,0.017668,0.609541,0.010601,0.010601,0.614841,0.613074,0.010601,0.611307,0.010601,0.010601,0.611307,0.371886,0.015901,0.010601,0.611307,0.012367,0.611307,0.014134,0.602473,0.217699,0.609541,0.217699,0.600707,0.012367,0.014134,0.012367,0.022968,0.606007,0.015901,0.616608,0.613074,0.015901,0.014134,0.012367,0.015901,0.613074,0.015901,0.019435,0.008834,0.010601,0.607774,0.215929,0.015901,0.010601,0.012367,0.611307
EU516045|A/Michigan/08/2007,0.611307,0.613074,0.000000,0.611307,0.616608,0.075972,0.074205,0.614841,0.613074,0.015901,0.611307,0.611307,0.022968,0.607774,0.028269,0.614841,0.619469,0.613074,0.015901,0.611307,0.613074,0.611307,0.611307,0.084806,0.010601,0.611307,0.003534,0.613074,0.024735,0.022968,0.609541,0.007067,0.611307,0.015901,0.614841,0.613074,0.615248,0.611307,0.611307,0.005300,0.611307,0.613074,0.614841,0.614841,0.054770,0.611307,0.613074,0.054770,0.019435,0.022968,0.613074,0.022968,0.609541,0.634276,0.614841,0.007067,0.613074,0.613074,0.021201,0.015901,0.609541,0.003534,0.611307,0.611307,0.005300,0.631673,0.609541,0.611307,0.005300,0.609541,0.024735,0.611307,0.074205,0.619469,0.015901,0.619469,0.068905,0.614841,0.611307,0.609541,0.611307,0.074205,0.613074,0.024735,0.007067,0.611307,0.614841,0.613074,0.613074,0.015901,0.611307,0.614841,0.613074,0.611307,0.051237,0.619469,0.611307,0.611307,0.611307,0.113074
CY044196|A/Taiwan/T0724/2009(H1N1),0.003534,0.010601,0.611307,0.000000,0.010601,0.604240,0.604240,0.010601,0.005300,0.611307,0.007067,0.005300,0.613074,0.007067,0.614841,0.005300,0.210619,0.003534,0.613074,0.005300,0.012367,0.003534,0.007067,0.607774,0.611307,0.010601,0.609541,0.007067,0.613074,0.611307,0.005300,0.609541,0.007067,0.607774,0.014134,0.014134,0.014184,0.007067,0.007067,0.609541,0.010601,0.012367,0.012367,0.010601,0.602473,0.005300,0.015901,0.602473,0.611307,0.607774,0.012367,0.611307,0.005300,0.385159,0.010601,0.607774,0.007067,0.007067,0.613074,0.611307,0.007067,0.609541,0.005300,0.003534,0.609541,0.368327,0.008834,0.003534,0.609541,0.005300,0.607774,0.007067,0.602473,0.212389,0.607774,0.212389,0.600707,0.005300,0.007067,0.005300,0.015901,0.606007,0.008834,0.614841,0.611307,0.008834,0.007067,0.005300,0.008834,0.611307,0.008834,0.010601,0.005300,0.003534,0.607774,0.210619,0.008834,0.003534,0.005300,0.613074
GQ457517|A/California/27/2009(H1N1),0.010601,0.017668,0.616608,0.010601,0.000000,0.609541,0.609541,0.014134,0.008834,0.616608,0.014134,0.012367,0.618375,0.014134,0.620141,0.008834,0.217699,0.008834,0.618375,0.012367,0.019435,0.010601,0.014134,0.613074,0.616608,0.017668,0.614841,0.014134,0.618375,0.616608,0.012367,0.614841,0.014134,0.613074,0.017668,0.021201,0.017730,0.014134,0.014134,0.614841,0.017668,0.019435,0.019435,0.017668,0.607774,0.012367,0.022968,0.607774,0.614841,0.613074,0.019435,0.616608,0.012367,0.393993,0.017668,0.613074,0.014134,0.014134,0.618375,0.616608,0.014134,0.614841,0.012367,0.010601,0.614841,0.379004,0.015901,0.010601,0.614841,0.012367,0.613074,0.014134,0.607774,0.219469,0.613074,0.219469,0.606007,0.008834,0.014134,0.012367,0.022968,0.611307,0.015901,0.620141,0.616608,0.015901,0.014134,0.012367,0.015901,0.616608,0.015901,0.019435,0.012367,0.010601,0.611307,0.217699,0.015901,0.010601,0.012367,0.618375
CY112556|A/Lyon/22686/1993,0.604240,0.604240,0.075972,0.604240,0.609541,0.000000,0.022968,0.606007,0.606007,0.077739,0.604240,0.604240,0.090106,0.600707,0.088339,0.607774,0.623009,0.606007,0.077739,0.602473,0.607774,0.604240,0.604240,0.042403,0.072438,0.606007,0.075972,0.607774,0.090106,0.084806,0.602473,0.077739,0.604240,0.079505,0.607774,0.607774,0.608156,0.604240,0.604240,0.075972,0.606007,0.606007,0.607774,0.607774,0.042403,0.604240,0.607774,0.054770,0.086572,0.077739,0.606007,0.083039,0.602473,0.630742,0.606007,0.077739,0.606007,0.606007,0.084806,0.079505,0.600707,0.075972,0.604240,0.604240,0.077739,0.626335,0.602473,0.604240,0.077739,0.602473,0.068905,0.604240,0.010601,0.623009,0.077739,0.623009,0.008834,0.606007,0.604240,0.602473,0.604240,0.024735,0.606007,0.088339,0.079505,0.604240,0.607774,0.604240,0.606007,0.079505,0.607774,0.607774,0.606007,0.604240,0.054770,0.623009,0.604240,0.602473,0.604240,0.090106
CY113429|A/Netherlands/650/1989,0.604240,0.604240,0.074205,0.604240,0.609541,0.022968,0.000000,0.607774,0.606007,0.075972,0.604240,0.604240,0.088339,0.600707,0.086572,0.607774,0.623009,0.606007,0.075972,0.602473,0.604240,0.604240,0.604240,0.024735,0.070671,0.604240,0.074205,0.607774,0.088339,0.083039,0.602473,0.075972,0.604240,0.077739,0.607774,0.607774,0.608156,0.604240,0.604240,0.074205,0.606007,0.606007,0.607774,0.607774,0.047703,0.604240,0.607774,0.060071,0.084806,0.081272,0.606007,0.081272,0.602473,0.621908,0.606007,0.075972,0.606007,0.606007,0.083039,0.074205,0.600707,0.074205,0.604240,0.604240,0.075972,0.617438,0.602473,0.604240,0.075972,0.602473,0.072438,0.604240,0.019435,0.621239,0.075972,0.623009,0.017668,0.606007,0.604240,0.602473,0.604240,0.003534,0.606007,0.086572,0.077739,0.602473,0.607774,0.604240,0.606007,0.074205,0.607774,0.607774,0.606007,0.604240,0.060071,0.623009,0.602473,0.602473,0.604240,0.091873
GQ527163|A/Singapore/TLL53/2009(H1N1),0.010601,0.017668,0.614841,0.010601,0.014134,0.606007,0.607774,0.000000,0.012367,0.614841,0.014134,0.012367,0.616608,0.014134,0.618375,0.012367,0.217699,0.012367,0.616608,0.012367,0.019435,0.010601,0.014134,0.611307,0.614841,0.017668,0.613074,0.014134,0.616608,0.614841,0.012367,0.613074,0.014134,0.611307,0.017668,0.021201,0.021277,0.014134,0.012367,0.613074,0.017668,0.019435,0.019435,0.017668,0.606007,0.012367,0.022968,0.606007,0.614841,0.611307,0.019435,0.614841,0.012367,0.386926,0.017668,0.611307,0.014134,0.014134,0.616608,0.614841,0.014134,0.613074,0.012367,0.010601,0.613074,0.370107,0.015901,0.010601,0.613074,0.012367,0.611307,0.014134,0.604240,0.219469,0.611307,0.219469,0.602473,0.012367,0.014134,0.012367,0.022968,0.609541,0.015901,0.618375,0.614841,0.015901,0.014134,0.012367,0.015901,0.614841,0.015901,0.019435,0.012367,0.010601,0.611307,0.217699,0.015901,0.010601,0.012367,0.616608
CY053261|A/Brownsville/37H/2009(H1N1),0.005300,0.012367,0.613074,0.005300,0.008834,0.606007,0.606007,0.012367,0.000000,0.613074,0.008834,0.007067,0.614841,0.008834,0.616608,0.003534,0.212389,0.003534,0.614841,0.007067,0.014134,0.005300,0.008834,0.609541,0.613074,0.012367,0.611307,0.008834,0.614841,0.613074,0.007067,0.611307,0.008834,0.609541,0.015901,0.015901,0.012411,0.008834,0.008834,0.611307,0.012367,0.014134,0.014134,0.012367,0.604240,0.007067,0.017668,0.604240,0.613074,0.609541,0.014134,0.613074,0.007067,0.386926,0.012367,0.609541,0.008834,0.008834,0.614841,0.613074,0.008834,0.611307,0.007067,0.005300,0.611307,0.371886,0.010601,0.005300,0.611307,0.007067,0.609541,0.008834,0.604240,0.214159,0.609541,0.214159,0.602473,0.003534,0.008834,0.007067,0.017668,0.607774,0.010601,0.616608,0.613074,0.010601,0.008834,0.007067,0.010601,0.613074,0.010601,0.014134,0.007067,0.005300,0.609541,0.212389,0.010601,0.005300,0.007067,0.614841
CY064863|A/California/VRDL145/2009(H3N2),0.611307,0.613074,0.015901,0.611307,0.616608,0.077739,0.075972,0.614841,0.613074,0.000000,0.611307,0.611307,0.017668,0.607774,0.022968,0.614841,0.614159,0.613074,0.007067,0.611307,0.613074,0.611307,0.611307,0.084806,0.022968,0.611307,0.015901,0.613074,0.019435,0.021201,0.609541,0.012367,0.611307,0.026502,0.614841,0.613074,0.615248,0.611307,0.611307,0.017668,0.611307,0.613074,0.614841,0.614841,0.061837,0.611307,0.613074,0.063604,0.017668,0.033569,0.613074,0.014134,0.609541,0.634276,0.614841,0.012367,0.613074,0.613074,0.015901,0.026502,0.609541,0.015901,0.611307,0.611307,0.015901,0.633452,0.609541,0.611307,0.017668,0.609541,0.035336,0.611307,0.075972,0.614159,0.007067,0.614159,0.070671,0.614841,0.611307,0.609541,0.611307,0.075972,0.613074,0.019435,0.019435,0.611307,0.614841,0.613074,0.613074,0.026502,0.611307,0.614841,0.613074,0.611307,0.058304,0.614159,0.611307,0.611307,0.611307,0.111307
