H3N2|CY068522|A/California/VRDL318/2009(H3N2),1.0,0.29591452065083168,0.068639451533856546,0.068639451533856546,0.060770726772264853,0.068639451533856546,0.068639451533856546,0.69398254997875775,0.047636043308327942,0.48161177967501906,0.068639451533856546,0.23195702388274686,0.69398254997875775,0.48161177967501906,0.068639451533856546,0.060770726772264853,0.087568090543667113,0.068639451533856546,0.61442542134353162,0.060770726772264853,0.61442542134353162,0.69398254997875775,0.2053658152313928,0.060770726772264853,0.37751859839317636,0.33424042706815443,0.068639451533856546,0.29591452065083168,0.69398254997875775,0.068639451533856546,0.78384090720384592,0.068639451533856546,0.068639451533856546,0.068639451533856546,0.068639451533856546,0.69398254997875775,0.068639451533856546,0.78384090720384592,0.077529414724027412,0.068639451533856546,0.78384090720384592,0.068639451533856546,0.068639451533856546,0.78384090720384592,0.087568090543667113,0.068639451533856546,0.2053658152313928,0.78384090720384592,0.068639451533856546,0.087568090543667113
H3N2|M63515|A/Aichi/2/1968,0.29591452065083168,1.0,0.14252029213274836,0.14252029213274836,0.12618197755310634,0.14252029213274836,0.14252029213274836,0.33424042706815443,0.068639451533856546,0.61442542134353162,0.14252029213274836,0.37751859839317636,0.33424042706815443,0.48161177967501906,0.14252029213274836,0.14252029213274836,0.14252029213274836,0.14252029213274836,0.23195702388274686,0.12618197755310634,0.37751859839317636,0.26199131957730309,0.33424042706815443,0.12618197755310634,0.78384090720384592,0.61442542134353162,0.14252029213274836,0.48161177967501906,0.33424042706815443,0.14252029213274836,0.29591452065083168,0.14252029213274836,0.14252029213274836,0.14252029213274836,0.14252029213274836,0.33424042706815443,0.14252029213274836,0.29591452065083168,0.14252029213274836,0.14252029213274836,0.29591452065083168,0.14252029213274836,0.14252029213274836,0.29591452065083168,0.18181740403255645,0.14252029213274836,0.33424042706815443,0.29591452065083168,0.14252029213274836,0.14252029213274836
H1N1|CY054972|A/California/VRDL53/2009(H1N1),0.068639451533856546,0.14252029213274836,1.0,0.78384090720384592,0.69398254997875775,0.78384090720384592,0.78384090720384592,0.077529414724027412,0.087568090543667113,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.077529414724027412,0.12618197755310634,0.78384090720384592,0.69398254997875775,0.78384090720384592,0.78384090720384592,0.053804060928541189,0.69398254997875775,0.087568090543667113,0.098906595758002189,0.1117132350802906,0.69398254997875775,0.14252029213274836,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.087568090543667113,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.077529414724027412,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.068639451533856546,0.69398254997875775,0.78384090720384592,0.087568090543667113,0.78384090720384592,0.78384090720384592,0.1117132350802906,0.068639451533856546,0.78384090720384592,0.78384090720384592
H1N1|GQ365365|A/Stockholm/36/2009(H1N1),0.068639451533856546,0.14252029213274836,0.78384090720384592,1.0,0.69398254997875775,0.78384090720384592,0.78384090720384592,0.077529414724027412,0.1117132350802906,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.077529414724027412,0.12618197755310634,0.78384090720384592,0.69398254997875775,0.78384090720384592,0.78384090720384592,0.053804060928541189,0.69398254997875775,0.087568090543667113,0.098906595758002189,0.1117132350802906,0.69398254997875775,0.14252029213274836,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.087568090543667113,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.077529414724027412,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.068639451533856546,0.69398254997875775,0.78384090720384592,0.087568090543667113,0.78384090720384592,0.88536148547587923,0.1117132350802906,0.068639451533856546,0.78384090720384592,0.78384090720384592
H1N1|CY124511|A/Singapore/CGH02/2011,0.060770726772264853,0.12618197755310634,0.69398254997875775,0.69398254997875775,1.0,0.69398254997875775,0.69398254997875775,0.068639451533856546,0.077529414724027412,0.12618197755310634,0.69398254997875775,0.2053658152313928,0.087568090543667113,0.1117132350802906,0.69398254997875775,0.61442542134353162,0.69398254997875775,0.69398254997875775,0.047636043308327942,0.78384090720384592,0.077529414724027412,0.087568090543667113,0.098906595758002189,0.78384090720384592,0.12618197755310634,0.12618197755310634,0.69398254997875775,0.2053658152313928,0.077529414724027412,0.69398254997875775,0.060770726772264853,0.69398254997875775,0.69398254997875775,0.69398254997875775,0.69398254997875775,0.068639451533856546,0.69398254997875775,0.060770726772264853,0.69398254997875775,0.69398254997875775,0.060770726772264853,0.78384090720384592,0.69398254997875775,0.077529414724027412,0.69398254997875775,0.69398254997875775,0.098906595758002189,0.060770726772264853,0.69398254997875775,0.69398254997875775
H1N1|KC780714|A/Vermont/20/2009,0.068639451533856546,0.14252029213274836,0.78384090720384592,0.78384090720384592,0.69398254997875775,1.0,0.78384090720384592,0.077529414724027412,0.087568090543667113,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.077529414724027412,0.12618197755310634,0.78384090720384592,0.69398254997875775,0.78384090720384592,0.78384090720384592,0.053804060928541189,0.69398254997875775,0.087568090543667113,0.098906595758002189,0.12618197755310634,0.69398254997875775,0.14252029213274836,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.087568090543667113,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.077529414724027412,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.068639451533856546,0.69398254997875775,0.78384090720384592,0.087568090543667113,0.78384090720384592,0.78384090720384592,0.12618197755310634,0.068639451533856546,0.78384090720384592,0.78384090720384592
H1N1|CY095743|A/Zhejiang/11/2009,0.068639451533856546,0.14252029213274836,0.78384090720384592,0.78384090720384592,0.69398254997875775,0.78384090720384592,1.0,0.077529414724027412,0.087568090543667113,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.077529414724027412,0.12618197755310634,0.78384090720384592,0.69398254997875775,0.78384090720384592,0.78384090720384592,0.053804060928541189,0.69398254997875775,0.087568090543667113,0.098906595758002189,0.1117132350802906,0.69398254997875775,0.14252029213274836,0.14252029213274836,0.78384090720384592,0.23195702388274686,0.087568090543667113,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.78384090720384592,0.077529414724027412,0.78384090720384592,0.068639451533856546,0.78384090720384592,0.78384090720384592,0.068639451533856546,0.69398254997875775,0.78384090720384592,0.087568090543667113,0.78384090720384592,0.78384090720384592,0.1117132350802906,0.068639451533856546,0.78384090720384592,0.78384090720384592
H3N2|EU716450|A/Texas/68/2007,0.69398254997875775,0.33424042706815443,0.077529414724027412,0.077529414724027412,0.068639451533856546,0.077529414724027412,0.077529414724027412,1.0,0.053804060928541189,0.54398860375485214,0.077529414724027412,0.26199131957730309,0.78384090720384592,0.54398860375485214,0.077529414724027412,0.068639451533856546,0.098906595758002189,0.077529414724027412,0.54398860375485214,0.068639451533856546,0.54398860375485214,0.61442542134353162,0.23195702388274686,0.068639451533856546,0.42640052067575673,0.37751859839317636,0.077529414724027412,0.33424042706815443,0.78384090720384592,0.077529414724027412,0.69398254997875775,0.077529414724027412,0.077529414724027412,0.077529414724027412,0.077529414724027412,0.78384090720384592,0.077529414724027412,0.69398254997875775,0.087568090543667113,0.077529414724027412,0.69398254997875775,0.077529414724027412,0.077529414724027412,0.69398254997875775,0.098906595758002189,0.077529414724027412,0.23195702388274686,0.69398254997875775,0.077529414724027412,0.077529414724027412
H7N9|KC853764|A/Hangzhou/1/2013,0.047636043308327942,0.068639451533856546,0.087568090543667113,0.1117132350802906,0.077529414724027412,0.087568090543667113,0.087568090543667113,0.053804060928541189,1.0,0.060770726772264853,0.087568090543667113,0.12618197755310634,0.053804060928541189,0.053804060928541189,0.087568090543667113,0.12618197755310634,0.087568090543667113,0.087568090543667113,0.047636043308327942,0.077529414724027412,0.060770726772264853,0.068639451533856546,0.060770726772264853,0.077529414724027412,0.068639451533856546,0.060770726772264853,0.087568090543667113,0.12618197755310634,0.060770726772264853,0.087568090543667113,0.047636043308327942,0.087568090543667113,0.087568090543667113,0.087568090543667113,0.087568090543667113,0.053804060928541189,0.087568090543667113,0.047636043308327942,0.087568090543667113,0.087568090543667113,0.047636043308327942,0.087568090543667113,0.087568090543667113,0.060770726772264853,0.1117132350802906,0.098906595758002189,0.060770726772264853,0.060770726772264853,0.087568090543667113,0.087568090543667113
H3N2|CY077808|A/Netherlands/18/1994,0.48161177967501906,0.61442542134353162,0.14252029213274836,0.14252029213274836,0.12618197755310634,0.14252029213274836,0.14252029213274836,0.54398860375485214,0.060770726772264853,1.0,0.14252029213274836,0.37751859839317636,0.54398860375485214,0.78384090720384592,0.14252029213274836,0.12618197755310634,0.14252029213274836,0.14252029213274836,0.37751859839317636,0.12618197755310634,0.48161177967501906,0.42640052067575673,0.33424042706815443,0.12618197755310634,0.78384090720384592,0.69398254997875775,0.14252029213274836,0.48161177967501906,0.54398860375485214,0.14252029213274836,0.48161177967501906,0.14252029213274836,0.14252029213274836,0.14252029213274836,0.14252029213274836,0.54398860375485214,0.14252029213274836,0.48161177967501906,0.16097412691963228,0.14252029213274836,0.48161177967501906,0.14252029213274836,0.14252029213274836,0.48161177967501906,0.18181740403255645,0.14252029213274836,0.33424042706815443,0.48161177967501906,0.14252029213274836,0.14252029213274836
