CY087642|A/Uganda/MUWRP-047/2008,1.0,0.087975114780094593,0.50311459015741711,0.21601689861441531,0.34755698274502811,0.19435258814158529,0.69081078057442669,0.092748851653040643,0.55919632690609666,0.65525509620009992,0.24009611054418545,0.72174151082411431,0.21601689861441531,0.21601689861441531,0.42935924109620216,0.69081078057442669,0.61637964311266447,0.1760822974321278,0.097781622728886963,0.72829580010182304,0.22773848416360981,0.24009611054418545,0.20489861719404079,0.097781622728886963,0.19435258814158529,0.22773848416360981,0.22773848416360981,0.42935924109620216,0.0070182242463265841,0.25312429082926574,0.24009611054418545,0.097781622728886963,0.47721953455784877,0.097781622728886963,0.62152944506624375,0.72829580010182304,0.092748851653040643,0.097781622728886963,0.69081078057442669,0.47721953455784877,0.42935924109620216,0.47721953455784877,0.21601689861441531,0.24009611054418545,0.40726033631807623,0.22773848416360981,0.47721953455784877,0.65525509620009992,0.24009611054418545,0.24009611054418545,0.21601689861441531,0.19393322904776786,0.22773848416360981,0.22773848416360981,0.22773848416360981,0.50311459015741711,0.47721953455784877,0.24009611054418545,0.62152944506624375,0.24009611054418545,0.26685941085258608,0.26685941085258608,0.24009611054418545,0.10308748381340133,0.55919632690609666,0.47721953455784877,0.62152944506624375,0.72829580010182304,0.65525509620009992,0.22773848416360981,0.45265728448136211,0.24009611054418545,0.087975114780094593,0.69081078057442669,0.11457855412304598,0.10308748381340133,0.097781622728886963,0.24009611054418545,0.24009611054418545,0.10308748381340133,0.69081078057442669,0.22773848416360981,0.24009611054418545,0.38629885108435297,0.18434935791470664,0.092748851653040643,0.24009611054418545,0.47721953455784877,0.22773848416360981,0.22773848416360981,0.24009611054418545,0.25312429082926574,0.19435258814158529,0.31270053202527009,0.25312429082926574,0.25312429082926574,0.47721953455784877,0.097781622728886963,0.19435258814158529,0.22773848416360981
CY070102|A/Peru/WRAIR1311P/2007(H1N1),0.087975114780094593,1.0,0.12079585625482776,0.035828774832962672,0.12735052383945286,0.14922680234909108,0.10308748381340133,0.69081078057442669,0.092748851653040643,0.10868125341346793,0.079152100410830581,0.11372468246878595,0.071213945160589334,0.071213945160589334,0.12735052383945286,0.10868125341346793,0.088973117392308121,0.12714183488989647,0.72829580010182304,0.10868125341346793,0.075078181504364849,0.079152100410830581,0.071213945160589334,0.80947828642904307,0.092748851653040643,0.075078181504364849,0.075078181504364849,0.11457855412304598,0.00093435332974856251,0.075078181504364849,0.079152100410830581,0.067548599123176498,0.11457855412304598,0.72829580010182304,0.097781622728886963,0.10868125341346793,0.69081078057442669,0.72829580010182304,0.10868125341346793,0.13426086312074861,0.14154617368243597,0.12735052383945286,0.075078181504364849,0.079152100410830581,0.10868125341346793,0.075078181504364849,0.11457855412304598,0.097781622728886963,0.079152100410830581,0.079152100410830581,0.083447079749553801,0.13390151668583292,0.075078181504364849,0.079152100410830581,0.075078181504364849,0.11457855412304598,0.11457855412304598,0.079152100410830581,0.11457855412304598,0.079152100410830581,0.079152100410830581,0.087975114780094593,0.079152100410830581,0.69081078057442669,0.087975114780094593,0.11457855412304598,0.10308748381340133,0.10868125341346793,0.10308748381340133,0.075078181504364849,0.10868125341346793,0.079152100410830581,0.45265728448136211,0.10868125341346793,0.62152944506624375,0.47721953455784877,0.72829580010182304,0.079152100410830581,0.087975114780094593,0.69081078057442669,0.10308748381340133,0.075078181504364849,0.079152100410830581,0.087975114780094593,0.11457855412304598,0.47721953455784877,0.087975114780094593,0.11457855412304598,0.075078181504364849,0.075078181504364849,0.075078181504364849,0.083447079749553801,0.097781622728886963,0.12079585625482776,0.083447079749553801,0.079152100410830581,0.11457855412304598,0.65525509620009992,0.06407190660781871,0.075078181504364849
CY090963|A/Texas/NHRC0001/2003,0.50311459015741711,0.12079585625482776,1.0,0.18434935791470664,0.55919632690609666,0.29660599248851088,0.58953963627989259,0.12735052383945286,0.65525509620009992,0.62152944506624375,0.42935924109620216,0.61315818015656776,0.38629885108435297,0.38629885108435297,0.76781484505048003,0.58953963627989259,0.65042398383210143,0.27182607553464849,0.13426086312074861,0.62152944506624375,0.38629885108435297,0.42935924109620216,0.36641624298159686,0.13426086312074861,0.34755698274502811,0.40726033631807623,0.40726033631807623,0.76781484505048003,0.0056435016488478543,0.40726033631807623,0.42935924109620216,0.14154617368243597,0.94853050158719088,0.13426086312074861,0.53041477244595459,0.62152944506624375,0.12735052383945286,0.13426086312074861,0.58953963627989259,0.85340248423696485,0.76781484505048003,0.85340248423696485,0.38629885108435297,0.42935924109620216,0.72829580010182304,0.40726033631807623,0.94853050158719088,0.69081078057442669,0.42935924109620216,0.42935924109620216,0.38629885108435297,0.29613179040616955,0.40726033631807623,0.40726033631807623,0.40726033631807623,0.72829580010182304,0.94853050158719088,0.42935924109620216,0.72829580010182304,0.42935924109620216,0.42935924109620216,0.47721953455784877,0.42935924109620216,0.14154617368243597,0.47721953455784877,0.94853050158719088,0.72829580010182304,0.62152944506624375,0.55919632690609666,0.40726033631807623,0.89971011244124799,0.42935924109620216,0.12079585625482776,0.58953963627989259,0.15732420001190003,0.12735052383945286,0.13426086312074861,0.42935924109620216,0.42935924109620216,0.14154617368243597,0.65525509620009992,0.40726033631807623,0.38629885108435297,0.50311459015741711,0.25312429082926574,0.13426086312074861,0.42935924109620216,0.94853050158719088,0.40726033631807623,0.40726033631807623,0.42935924109620216,0.45265728448136211,0.31270053202527009,0.50311459015741711,0.45265728448136211,0.42935924109620216,0.94853050158719088,0.13426086312074861,0.34755698274502811,0.40726033631807623
CY087588|A/Uganda/MUWRP-040/2008,0.21601689861441531,0.035828774832962672,0.18434935791470664,1.0,0.12735052383945286,0.071213945160589334,0.25312429082926574,0.037772928517332681,0.20489861719404079,0.24009611054418545,0.087975114780094593,0.25699098808664961,0.079152100410830581,0.079152100410830581,0.15732420001190003,0.25312429082926574,0.22192895758572562,0.062785583312109775,0.039822576558293757,0.26685941085258608,0.083447079749553801,0.087975114780094593,0.075078181504364849,0.039822576558293757,0.071213945160589334,0.083447079749553801,0.083447079749553801,0.15732420001190003,0.0022345533650848441,0.092748851653040643,0.087975114780094593,0.035828774832962672,0.17486098893011329,0.039822576558293757,0.24009611054418545,0.26685941085258608,0.037772928517332681,0.039822576558293757,0.25312429082926574,0.17486098893011329,0.15732420001190003,0.17486098893011329,0.083447079749553801,0.087975114780094593,0.14922680234909108,0.083447079749553801,0.17486098893011329,0.25312429082926574,0.087975114780094593,0.087975114780094593,0.079152100410830581,0.070963706442287236,0.083447079749553801,0.083447079749553801,0.083447079749553801,0.18434935791470664,0.17486098893011329,0.087975114780094593,0.22773848416360981,0.087975114780094593,0.097781622728886963,0.097781622728886963,0.087975114780094593,0.041983443328030064,0.20489861719404079,0.17486098893011329,0.22773848416360981,0.26685941085258608,0.24009611054418545,0.083447079749553801,0.16586098153791257,0.087975114780094593,0.035828774832962672,0.25312429082926574,0.046663300486990585,0.041983443328030064,0.039822576558293757,0.087975114780094593,0.087975114780094593,0.041983443328030064,0.25312429082926574,0.083447079749553801,0.087975114780094593,0.14154617368243597,0.067548599123176498,0.037772928517332681,0.087975114780094593,0.17486098893011329,0.083447079749553801,0.083447079749553801,0.087975114780094593,0.092748851653040643,0.071213945160589334,0.11457855412304598,0.092748851653040643,0.092748851653040643,0.17486098893011329,0.039822576558293757,0.071213945160589334,0.083447079749553801
CY113147|A/Bilthoven/9459/1974,0.34755698274502811,0.12735052383945286,0.55919632690609666,0.12735052383945286,1.0,0.36641624298159686,0.40726033631807623,0.13426086312074861,0.45265728448136211,0.42935924109620216,0.26685941085258608,0.44254171132036568,0.24009611054418545,0.24009611054418545,0.72829580010182304,0.40726033631807623,0.44643550480991817,0.33773038764585378,0.14154617368243597,0.42935924109620216,0.25312429082926574,0.26685941085258608,0.22773848416360981,0.14154617368243597,0.22773848416360981,0.25312429082926574,0.25312429082926574,0.53041477244595459,0.0040695665212570386,0.25312429082926574,0.26685941085258608,0.14154617368243597,0.53041477244595459,0.14154617368243597,0.36641624298159686,0.42935924109620216,0.13426086312074861,0.14154617368243597,0.40726033631807623,0.58953963627989259,0.58953963627989259,0.58953963627989259,0.24009611054418545,0.26685941085258608,0.50311459015741711,0.25312429082926574,0.53041477244595459,0.47721953455784877,0.26685941085258608,0.26685941085258608,0.24009611054418545,0.36593288044214733,0.25312429082926574,0.25312429082926574,0.25312429082926574,0.50311459015741711,0.53041477244595459,0.26685941085258608,0.50311459015741711,0.26685941085258608,0.26685941085258608,0.29660599248851088,0.26685941085258608,0.14922680234909108,0.32966839917327218,0.53041477244595459,0.50311459015741711,0.42935924109620216,0.38629885108435297,0.25312429082926574,0.50311459015741711,0.26685941085258608,0.13426086312074861,0.40726033631807623,0.16586098153791257,0.13426086312074861,0.14154617368243597,0.26685941085258608,0.26685941085258608,0.14922680234909108,0.45265728448136211,0.25312429082926574,0.24009611054418545,0.34755698274502811,0.31270053202527009,0.13426086312074861,0.26685941085258608,0.53041477244595459,0.25312429082926574,0.25312429082926574,0.26685941085258608,0.2813398308288938,0.40726033631807623,0.65525509620009992,0.2813398308288938,0.26685941085258608,0.53041477244595459,0.14154617368243597,0.21601689861441531,0.25312429082926574
HM114567|A/Vietnam/UT31244III/2007(H5N1),0.19435258814158529,0.14922680234909108,0.29660599248851088,0.071213945160589334,0.36641624298159686,1.0,0.25312429082926574,0.14154617368243597,0.24009611054418545,0.24009611054418545,0.19435258814158529,0.25699098808664961,0.17486098893011329,0.17486098893011329,0.34755698274502811,0.24009611054418545,0.24712147837504317,0.68390956837838124,0.13426086312074861,0.24009611054418545,0.18434935791470664,0.19435258814158529,0.16586098153791257,0.14922680234909108,0.18434935791470664,0.18434935791470664,0.18434935791470664,0.2813398308288938,0.002778876942430022,0.19435258814158529,0.19435258814158529,0.14922680234909108,0.2813398308288938,0.13426086312074861,0.22773848416360981,0.24009611054418545,0.12735052383945286,0.13426086312074861,0.24009611054418545,0.32966839917327218,0.34755698274502811,0.31270053202527009,0.17486098893011329,0.21601689861441531,0.26685941085258608,0.18434935791470664,0.2813398308288938,0.26685941085258608,0.19435258814158529,0.19435258814158529,0.18434935791470664,0.69047926261107218,0.18434935791470664,0.18434935791470664,0.18434935791470664,0.29660599248851088,0.2813398308288938,0.19435258814158529,0.26685941085258608,0.19435258814158529,0.19435258814158529,0.21601689861441531,0.19435258814158529,0.14154617368243597,0.19435258814158529,0.2813398308288938,0.26685941085258608,0.24009611054418545,0.25312429082926574,0.18434935791470664,0.26685941085258608,0.19435258814158529,0.12735052383945286,0.22773848416360981,0.15732420001190003,0.14922680234909108,0.13426086312074861,0.19435258814158529,0.19435258814158529,0.14154617368243597,0.25312429082926574,0.18434935791470664,0.17486098893011329,0.22773848416360981,0.53041477244595459,0.12735052383945286,0.19435258814158529,0.2813398308288938,0.18434935791470664,0.18434935791470664,0.18434935791470664,0.20489861719404079,0.31270053202527009,0.32966839917327218,0.20489861719404079,0.21601689861441531,0.2813398308288938,0.13426086312074861,0.15732420001190003,0.18434935791470664
GQ902823|A/Thailand/CU-B657/2009(H3N2),0.69081078057442669,0.10308748381340133,0.58953963627989259,0.25312429082926574,0.40726033631807623,0.25312429082926574,1.0,0.12079585625482776,0.65525509620009992,0.85340248423696485,0.29660599248851088,1.0,0.26685941085258608,0.26685941085258608,0.50311459015741711,0.89971011244124799,0.72425761019981649,0.2187735023299664,0.11457855412304598,0.85340248423696485,0.2813398308288938,0.29660599248851088,0.25312429082926574,0.11457855412304598,0.24009611054418545,0.2813398308288938,0.2813398308288938,0.50311459015741711,0.0074111943224885136,0.31270053202527009,0.29660599248851088,0.12735052383945286,0.55919632690609666,0.11457855412304598,0.89971011244124799,0.85340248423696485,0.10868125341346793,0.11457855412304598,0.80947828642904307,0.55919632690609666,0.50311459015741711,0.55919632690609666,0.26685941085258608,0.29660599248851088,0.47721953455784877,0.2813398308288938,0.55919632690609666,0.76781484505048003,0.29660599248851088,0.29660599248851088,0.26685941085258608,0.22729254265550156,0.2813398308288938,0.2813398308288938,0.2813398308288938,0.58953963627989259,0.55919632690609666,0.2813398308288938,0.72829580010182304,0.29660599248851088,0.32966839917327218,0.32966839917327218,0.29660599248851088,0.12079585625482776,0.65525509620009992,0.55919632690609666,0.72829580010182304,0.85340248423696485,0.85340248423696485,0.2813398308288938,0.53041477244595459,0.29660599248851088,0.10308748381340133,0.80947828642904307,0.13426086312074861,0.12079585625482776,0.11457855412304598,0.29660599248851088,0.29660599248851088,0.12079585625482776,0.80947828642904307,0.2813398308288938,0.29660599248851088,0.53041477244595459,0.21601689861441531,0.10868125341346793,0.29660599248851088,0.55919632690609666,0.2813398308288938,0.2813398308288938,0.29660599248851088,0.31270053202527009,0.22773848416360981,0.36641624298159686,0.31270053202527009,0.31270053202527009,0.55919632690609666,0.11457855412304598,0.24009611054418545,0.2813398308288938
CY074313|A/California/VRDL238/2009(H1N1),0.092748851653040643,0.69081078057442669,0.12735052383945286,0.037772928517332681,0.13426086312074861,0.14154617368243597,0.12079585625482776,1.0,0.097781622728886963,0.11457855412304598,0.092748851653040643,0.12678632673162002,0.083447079749553801,0.083447079749553801,0.13426086312074861,0.11457855412304598,0.093887347051285583,0.12714183488989647,0.85340248423696485,0.11457855412304598,0.087975114780094593,0.092748851653040643,0.083447079749553801,0.69081078057442669,0.10868125341346793,0.087975114780094593,0.087975114780094593,0.13426086312074861,0.00093435332974856251,0.087975114780094593,0.092748851653040643,0.071213945160589334,0.12079585625482776,0.85340248423696485,0.11457855412304598,0.11457855412304598,0.80947828642904307,0.85340248423696485,0.11457855412304598,0.14154617368243597,0.14922680234909108,0.13426086312074861,0.087975114780094593,0.092748851653040643,0.12735052383945286,0.087975114780094593,0.12079585625482776,0.10308748381340133,0.092748851653040643,0.092748851653040643,0.097781622728886963,0.12700459237189154,0.087975114780094593,0.092748851653040643,0.087975114780094593,0.10868125341346793,0.12079585625482776,0.092748851653040643,0.12079585625482776,0.092748851653040643,0.092748851653040643,0.10308748381340133,0.092748851653040643,0.80947828642904307,0.092748851653040643,0.12079585625482776,0.10868125341346793,0.11457855412304598,0.12079585625482776,0.087975114780094593,0.11457855412304598,0.092748851653040643,0.53041477244595459,0.11457855412304598,0.72829580010182304,0.55919632690609666,0.85340248423696485,0.092748851653040643,0.10308748381340133,0.80947828642904307,0.10868125341346793,0.087975114780094593,0.092748851653040643,0.10308748381340133,0.10868125341346793,0.55919632690609666,0.10308748381340133,0.12079585625482776,0.087975114780094593,0.087975114780094593,0.087975114780094593,0.097781622728886963,0.092748851653040643,0.12735052383945286,0.097781622728886963,0.092748851653040643,0.12079585625482776,0.76781484505048003,0.075078181504364849,0.087975114780094593
FJ912950|A/Thailand/CU231/2006(H3N2),0.55919632690609666,0.092748851653040643,0.65525509620009992,0.20489861719404079,0.45265728448136211,0.24009611054418545,0.65525509620009992,0.097781622728886963,1.0,0.62152944506624375,0.31270053202527009,0.68355401888838407,0.2813398308288938,0.2813398308288938,0.55919632690609666,0.65525509620009992,0.72425761019981649,0.2187735023299664,0.10308748381340133,0.69081078057442669,0.29660599248851088,0.31270053202527009,0.26685941085258608,0.10308748381340133,0.25312429082926574,0.29660599248851088,0.29660599248851088,0.55919632690609666,0.0062934378606710655,0.32966839917327218,0.31270053202527009,0.11457855412304598,0.62152944506624375,0.10308748381340133,0.58953963627989259,0.69081078057442669,0.097781622728886963,0.10308748381340133,0.65525509620009992,0.62152944506624375,0.55919632690609666,0.62152944506624375,0.2813398308288938,0.31270053202527009,0.53041477244595459,0.29660599248851088,0.62152944506624375,0.76781484505048003,0.31270053202527009,0.31270053202527009,0.2813398308288938,0.23964514252779096,0.29660599248851088,0.29660599248851088,0.29660599248851088,0.65525509620009992,0.62152944506624375,0.31270053202527009,0.80947828642904307,0.31270053202527009,0.34755698274502811,0.34755698274502811,0.31270053202527009,0.10868125341346793,0.53041477244595459,0.62152944506624375,0.80947828642904307,0.69081078057442669,0.62152944506624375,0.29660599248851088,0.58953963627989259,0.31270053202527009,0.092748851653040643,0.65525509620009992,0.12079585625482776,0.097781622728886963,0.10308748381340133,0.31270053202527009,0.31270053202527009,0.10868125341346793,0.72829580010182304,0.29660599248851088,0.2813398308288938,0.45265728448136211,0.22773848416360981,0.097781622728886963,0.31270053202527009,0.62152944506624375,0.29660599248851088,0.29660599248851088,0.31270053202527009,0.32966839917327218,0.25312429082926574,0.40726033631807623,0.32966839917327218,0.31270053202527009,0.62152944506624375,0.10308748381340133,0.25312429082926574,0.29660599248851088
CY134551|A/Boston/DOA45/2011,0.65525509620009992,0.10868125341346793,0.62152944506624375,0.24009611054418545,0.42935924109620216,0.24009611054418545,0.85340248423696485,0.11457855412304598,0.62152944506624375,1.0,0.31270053202527009,0.89701495889630489,0.2813398308288938,0.2813398308288938,0.53041477244595459,0.85340248423696485,0.68634868700018781,0.2187735023299664,0.12079585625482776,0.80947828642904307,0.29660599248851088,0.31270053202527009,0.26685941085258608,0.12079585625482776,0.25312429082926574,0.29660599248851088,0.29660599248851088,0.58953963627989259,0.0070182242463265841,0.32966839917327218,0.31270053202527009,0.13426086312074861,0.58953963627989259,0.12079585625482776,0.76781484505048003,0.80947828642904307,0.11457855412304598,0.12079585625482776,0.76781484505048003,0.58953963627989259,0.53041477244595459,0.58953963627989259,0.2813398308288938,0.31270053202527009,0.55919632690609666,0.29660599248851088,0.58953963627989259,0.72829580010182304,0.31270053202527009,0.31270053202527009,0.2813398308288938,0.23964514252779096,0.29660599248851088,0.29660599248851088,0.29660599248851088,0.55919632690609666,0.58953963627989259,0.29660599248851088,0.69081078057442669,0.31270053202527009,0.34755698274502811,0.34755698274502811,0.31270053202527009,0.12735052383945286,0.62152944506624375,0.58953963627989259,0.69081078057442669,0.80947828642904307,0.72829580010182304,0.29660599248851088,0.55919632690609666,0.31270053202527009,0.10868125341346793,0.76781484505048003,0.14154617368243597,0.12735052383945286,0.12079585625482776,0.31270053202527009,0.31270053202527009,0.12735052383945286,0.76781484505048003,0.29660599248851088,0.31270053202527009,0.50311459015741711,0.22773848416360981,0.11457855412304598,0.31270053202527009,0.58953963627989259,0.29660599248851088,0.29660599248851088,0.31270053202527009,0.32966839917327218,0.24009611054418545,0.38629885108435297,0.32966839917327218,0.32966839917327218,0.58953963627989259,0.12079585625482776,0.25312429082926574,0.29660599248851088
